order_id,customer_id,order_purchase_timestamp,order_status
ORD000125,OC000125,2024-06-13 20:00:00,shipped
ORD000126,OC000126,2024-02-11 19:00:00,delivered
ORD000127,OC000127,2024-09-21 17:00:00,delivered
ORD000128,OC000128,2023-11-25 11:00:00,delivered
ORD000129,OC000129,2024-03-06 08:00:00,delivered
ORD000130,OC000130,2024-05-25 14:00:00,delivered
ORD000131,OC000131,2024-06-22 08:00:00,delivered
ORD000132,OC000132,2024-07-14 14:00:00,delivered
ORD000133,OC000133,2024-09-23 21:00:00,delivered
ORD000134,OC000134,2024-10-24 12:00:00,delivered
ORD000135,OC000135,2024-11-12 10:00:00,delivered
ORD000136,OC000136,2024-12-15 08:00:00,delivered
ORD000137,OC000137,2024-11-04 16:00:00,delivered
ORD000138,OC000138,2024-12-16 17:00:00,delivered
ORD000139,OC000139,2023-05-11 14:00:00,canceled
ORD000140,OC000140,2024-11-13 13:00:00,delivered
ORD000141,OC000141,2024-01-17 16:00:00,delivered
ORD000142,OC000142,2023-08-12 12:00:00,delivered
ORD000143,OC000143,2023-12-23 19:00:00,delivered
ORD000144,OC000144,2024-12-12 13:00:00,delivered
ORD000145,OC000145,2024-01-13 20:00:00,shipped
ORD000146,OC000146,2023-10-19 20:00:00,delivered
ORD000147,OC000147,2024-05-16 09:00:00,delivered
ORD000148,OC000148,2023-08-21 21:00:00,delivered
ORD000149,OC000149,2023-03-13 13:00:00,delivered
ORD000150,OC000150,2023-05-03 20:00:00,delivered
ORD000151,OC000151,2023-05-20 16:00:00,delivered
ORD000152,OC000152,2023-05-27 09:00:00,delivered
ORD000153,OC000153,2023-05-23 15:00:00,delivered
ORD000154,OC000154,2023-07-19 21:00:00,delivered
ORD000155,OC000155,2023-08-25 12:00:00,delivered
ORD000156,OC000156,2024-05-26 09:00:00,delivered
ORD000157,OC000157,2023-06-12 18:00:00,delivered
ORD000158,OC000158,2023-11-19 13:00:00,delivered
ORD000159,OC000159,2024-01-27 14:00:00,delivered
ORD000160,OC000160,2024-11-23 16:00:00,delivered
ORD000161,OC000161,2024-01-16 11:00:00,delivered
ORD000162,OC000162,2024-06-26 19:00:00,delivered
ORD000163,OC000163,2023-06-02 17:00:00,delivered
ORD000164,OC000164,2023-09-02 14:00:00,delivered
ORD000165,OC000165,2023-11-09 19:00:00,delivered
ORD000166,OC000166,2024-02-27 15:00:00,delivered
ORD000167,OC000167,2024-05-20 10:00:00,delivered
ORD000168,OC000168,2024-08-17 16:00:00,delivered
ORD000169,OC000169,2023-06-18 17:00:00,delivered
ORD000170,OC000170,2023-02-21 15:00:00,delivered
ORD000171,OC000171,2023-03-24 14:00:00,delivered
ORD000172,OC000172,2023-05-17 13:00:00,delivered
ORD000173,OC000173,2023-06-26 21:00:00,delivered
ORD000174,OC000174,2023-06-22 09:00:00,delivered
ORD000175,OC000175,2023-09-21 18:00:00,delivered
ORD000176,OC000176,2023-06-22 12:00:00,delivered
ORD000177,OC000177,2023-04-26 15:00:00,delivered
ORD000178,OC000178,2023-04-12 19:00:00,delivered
ORD000179,OC000179,2023-12-09 11:00:00,delivered
ORD000180,OC000180,2023-07-09 14:00:00,delivered
ORD000181,OC000181,2023-10-21 17:00:00,delivered
ORD000182,OC000182,2023-11-07 17:00:00,delivered
ORD000183,OC000183,2023-11-10 18:00:00,delivered
ORD000184,OC000184,2024-02-27 17:00:00,delivered
ORD000185,OC000185,2024-03-21 15:00:00,delivered
ORD000186,OC000186,2024-07-11 19:00:00,delivered
ORD000187,OC000187,2023-02-02 19:00:00,delivered
ORD000188,OC000188,2024-09-06 16:00:00,delivered
ORD000189,OC000189,2024-05-02 17:00:00,delivered
ORD000190,OC000190,2023-03-23 19:00:00,delivered
ORD000191,OC000191,2024-11-19 11:00:00,delivered
ORD000192,OC000192,2024-11-05 12:00:00,delivered
ORD000193,OC000193,2023-03-03 14:00:00,delivered
ORD000194,OC000194,2023-07-01 20:00:00,delivered
ORD000195,OC000195,2023-09-27 12:00:00,delivered
ORD000196,OC000196,2023-10-16 09:00:00,delivered
ORD000197,OC000197,2023-11-26 10:00:00,delivered
ORD000198,OC000198,2023-09-14 18:00:00,canceled
ORD000199,OC000199,2024-01-18 19:00:00,delivered
ORD000200,OC000200,2024-02-07 15:00:00,delivered
ORD000201,OC000201,2024-09-27 08:00:00,shipped
ORD000202,OC000202,2024-10-19 09:00:00,delivered
ORD000203,OC000203,2024-08-05 13:00:00,delivered
ORD000204,OC000204,2023-06-25 14:00:00,delivered
ORD000205,OC000205,2023-07-20 09:00:00,delivered
ORD000206,OC000206,2023-10-13 18:00:00,delivered
ORD000207,OC000207,2023-07-09 12:00:00,delivered
ORD000208,OC000208,2023-11-06 18:00:00,delivered
ORD000209,OC000209,2024-01-23 14:00:00,delivered
ORD000210,OC000210,2024-02-05 08:00:00,delivered
ORD000211,OC000211,2024-05-10 15:00:00,delivered
ORD000212,OC000212,2023-11-20 16:00:00,delivered
ORD000213,OC000213,2023-12-11 19:00:00,delivered
ORD000214,OC000214,2024-08-14 10:00:00,delivered
ORD000215,OC000215,2024-10-26 19:00:00,delivered
ORD000216,OC000216,2024-12-13 09:00:00,delivered
ORD000217,OC000217,2023-02-15 14:00:00,delivered
ORD000218,OC000218,2023-03-11 18:00:00,delivered
ORD000219,OC000219,2023-06-02 08:00:00,delivered
ORD000220,OC000220,2023-08-03 08:00:00,delivered
ORD000221,OC000221,2023-10-16 12:00:00,delivered
ORD000222,OC000222,2024-07-19 16:00:00,delivered
ORD000223,OC000223,2024-11-20 15:00:00,delivered
ORD000224,OC000224,2024-02-03 14:00:00,delivered
ORD000225,OC000225,2024-02-04 10:00:00,delivered
ORD000226,OC000226,2023-04-25 11:00:00,delivered
ORD000227,OC000227,2023-12-21 17:00:00,delivered
ORD000228,OC000228,2024-03-20 17:00:00,delivered
ORD000229,OC000229,2024-05-05 08:00:00,delivered
ORD000230,OC000230,2024-07-12 14:00:00,shipped
ORD000231,OC000231,2023-08-14 19:00:00,delivered
ORD000232,OC000232,2023-09-16 15:00:00,delivered
ORD000233,OC000233,2023-11-07 14:00:00,delivered
ORD000234,OC000234,2023-01-04 09:00:00,delivered
ORD000235,OC000235,2023-10-13 14:00:00,delivered
ORD000236,OC000236,2023-07-14 18:00:00,delivered
ORD000237,OC000237,2023-10-13 19:00:00,delivered
ORD000238,OC000238,2023-04-13 21:00:00,delivered
ORD000239,OC000239,2024-11-06 13:00:00,delivered
ORD000240,OC000240,2024-04-24 19:00:00,delivered
ORD000241,OC000241,2024-06-25 09:00:00,delivered
ORD000242,OC000242,2024-09-26 09:00:00,delivered
ORD000243,OC000243,2024-12-12 16:00:00,delivered
ORD000244,OC000244,2024-01-07 09:00:00,delivered
ORD000245,OC000245,2024-03-15 11:00:00,delivered
ORD000246,OC000246,2024-05-02 17:00:00,delivered
ORD000247,OC000247,2024-06-25 16:00:00,delivered
ORD000248,OC000248,2024-08-22 20:00:00,delivered
ORD000249,OC000249,2024-10-12 19:00:00,delivered
ORD000250,OC000250,2023-03-08 20:00:00,delivered
ORD000251,OC000251,2024-03-06 08:00:00,delivered
ORD000252,OC000252,2024-04-24 21:00:00,delivered
ORD000253,OC000253,2024-08-23 11:00:00,delivered
ORD000254,OC000254,2023-12-07 09:00:00,delivered
ORD000255,OC000255,2023-05-22 08:00:00,delivered
ORD000256,OC000256,2023-09-22 17:00:00,delivered
ORD000257,OC000257,2023-11-22 21:00:00,shipped
ORD000258,OC000258,2024-05-14 14:00:00,delivered
ORD000259,OC000259,2024-04-02 19:00:00,delivered
ORD000260,OC000260,2024-05-25 20:00:00,delivered
ORD000261,OC000261,2023-11-22 11:00:00,delivered
ORD000262,OC000262,2024-12-24 08:00:00,delivered
ORD000263,OC000263,2024-04-12 14:00:00,delivered
ORD000264,OC000264,2023-08-23 19:00:00,delivered
ORD000265,OC000265,2023-04-06 20:00:00,delivered
ORD000266,OC000266,2023-08-01 18:00:00,delivered
ORD000267,OC000267,2023-05-18 12:00:00,delivered
ORD000268,OC000268,2023-08-17 17:00:00,delivered
ORD000269,OC000269,2023-06-17 19:00:00,delivered
ORD000270,OC000270,2023-06-05 15:00:00,delivered
ORD000271,OC000271,2023-09-08 20:00:00,delivered
ORD000272,OC000272,2023-06-02 16:00:00,delivered
ORD000273,OC000273,2024-11-25 21:00:00,delivered
ORD000274,OC000274,2023-03-03 21:00:00,delivered
ORD000275,OC000275,2023-06-11 13:00:00,delivered
ORD000276,OC000276,2024-02-03 11:00:00,delivered
ORD000277,OC000277,2023-12-27 12:00:00,delivered
ORD000278,OC000278,2024-01-14 12:00:00,delivered
ORD000279,OC000279,2024-12-19 17:00:00,delivered
ORD000280,OC000280,2023-04-03 17:00:00,delivered
ORD000281,OC000281,2023-11-09 11:00:00,delivered
ORD000282,OC000282,2024-12-16 21:00:00,delivered
ORD000283,OC000283,2024-11-25 12:00:00,delivered
ORD000284,OC000284,2024-10-17 14:00:00,delivered
ORD000285,OC000285,2023-08-17 15:00:00,delivered
ORD000286,OC000286,2023-06-06 10:00:00,delivered
ORD000287,OC000287,2023-07-25 12:00:00,delivered
ORD000288,OC000288,2023-10-27 11:00:00,delivered
ORD000289,OC000289,2024-01-01 17:00:00,delivered
ORD000290,OC000290,2024-05-24 19:00:00,delivered
ORD000291,OC000291,2024-06-12 18:00:00,delivered
ORD000292,OC000292,2024-11-13 17:00:00,delivered
ORD000293,OC000293,2024-03-27 13:00:00,delivered
ORD000294,OC000294,2024-05-17 13:00:00,delivered
ORD000295,OC000295,2024-06-10 14:00:00,delivered
ORD000296,OC000296,2024-04-07 09:00:00,delivered
ORD000297,OC000297,2024-06-05 09:00:00,delivered
ORD000298,OC000298,2024-08-22 13:00:00,delivered
ORD000299,OC000299,2024-09-26 09:00:00,delivered
ORD000300,OC000300,2023-09-10 16:00:00,delivered
ORD000301,OC000301,2024-09-04 08:00:00,delivered
ORD000302,OC000302,2023-06-05 20:00:00,delivered
ORD000303,OC000303,2023-10-11 12:00:00,shipped
ORD000304,OC000304,2024-02-04 11:00:00,delivered
ORD000305,OC000305,2024-05-22 12:00:00,delivered
ORD000306,OC000306,2024-07-18 08:00:00,delivered
ORD000307,OC000307,2023-12-11 11:00:00,delivered
ORD000308,OC000308,2024-02-21 17:00:00,delivered
ORD000309,OC000309,2023-08-07 10:00:00,delivered
ORD000310,OC000310,2023-04-05 14:00:00,delivered
ORD000311,OC000311,2024-05-27 09:00:00,delivered
ORD000312,OC000312,2023-09-04 15:00:00,delivered
ORD000313,OC000313,2023-11-18 08:00:00,delivered
ORD000314,OC000314,2024-01-22 19:00:00,delivered
ORD000315,OC000315,2024-02-06 20:00:00,delivered
ORD000316,OC000316,2024-04-26 14:00:00,delivered
ORD000317,OC000317,2024-06-26 16:00:00,delivered
ORD000318,OC000318,2024-08-03 10:00:00,delivered
ORD000319,OC000319,2024-09-08 09:00:00,delivered
ORD000320,OC000320,2024-10-17 20:00:00,delivered
ORD000321,OC000321,2024-12-15 17:00:00,delivered
ORD000322,OC000322,2024-04-19 13:00:00,delivered
ORD000323,OC000323,2023-05-27 14:00:00,delivered
ORD000324,OC000324,2023-06-26 17:00:00,delivered
ORD000325,OC000325,2023-07-15 09:00:00,delivered
ORD000326,OC000326,2023-08-21 11:00:00,delivered
ORD000327,OC000327,2023-09-06 12:00:00,delivered
ORD000328,OC000328,2024-01-08 21:00:00,delivered
ORD000329,OC000329,2024-03-11 10:00:00,delivered
ORD000330,OC000330,2023-02-09 10:00:00,delivered
ORD000331,OC000331,2023-04-22 21:00:00,delivered
ORD000332,OC000332,2023-10-04 13:00:00,delivered
ORD000333,OC000333,2023-05-09 18:00:00,delivered
ORD000334,OC000334,2023-03-08 21:00:00,shipped
ORD000335,OC000335,2024-12-18 11:00:00,delivered
ORD000336,OC000336,2023-10-25 12:00:00,delivered
ORD000337,OC000337,2024-10-12 16:00:00,delivered
ORD000338,OC000338,2023-08-22 10:00:00,shipped
ORD000339,OC000339,2024-06-16 14:00:00,delivered
ORD000340,OC000340,2024-08-01 12:00:00,delivered
ORD000341,OC000341,2024-08-21 19:00:00,delivered
ORD000342,OC000342,2024-04-07 16:00:00,delivered
ORD000343,OC000343,2024-05-19 13:00:00,delivered
ORD000344,OC000344,2024-06-16 15:00:00,delivered
ORD000345,OC000345,2024-10-14 15:00:00,delivered
ORD000346,OC000346,2024-01-12 12:00:00,delivered
ORD000347,OC000347,2023-12-24 14:00:00,delivered
ORD000348,OC000348,2024-01-27 09:00:00,delivered
ORD000349,OC000349,2024-05-02 08:00:00,delivered
ORD000350,OC000350,2023-11-17 19:00:00,delivered
ORD000351,OC000351,2024-01-18 09:00:00,delivered
ORD000352,OC000352,2024-11-27 13:00:00,delivered
ORD000353,OC000353,2024-10-02 20:00:00,delivered
ORD000354,OC000354,2024-12-09 12:00:00,delivered
ORD000355,OC000355,2023-05-19 11:00:00,delivered
ORD000356,OC000356,2024-08-14 14:00:00,delivered
ORD000357,OC000357,2024-12-24 16:00:00,canceled
ORD000358,OC000358,2023-06-14 18:00:00,delivered
ORD000359,OC000359,2023-08-21 12:00:00,canceled
ORD000360,OC000360,2023-12-27 13:00:00,delivered
ORD000361,OC000361,2023-03-19 18:00:00,delivered
ORD000362,OC000362,2023-05-08 20:00:00,delivered
ORD000363,OC000363,2023-07-22 09:00:00,delivered
ORD000364,OC000364,2023-08-13 13:00:00,delivered
ORD000365,OC000365,2023-10-27 14:00:00,delivered
ORD000366,OC000366,2024-08-14 11:00:00,delivered
ORD000367,OC000367,2024-04-25 21:00:00,delivered
ORD000368,OC000368,2024-10-17 20:00:00,delivered
ORD000369,OC000369,2024-11-16 14:00:00,delivered
ORD000370,OC000370,2024-12-07 09:00:00,delivered
ORD000371,OC000371,2023-05-07 17:00:00,delivered
ORD000372,OC000372,2024-09-21 19:00:00,delivered
ORD000373,OC000373,2023-07-18 19:00:00,delivered
ORD000374,OC000374,2023-06-08 13:00:00,delivered
ORD000375,OC000375,2023-06-07 17:00:00,delivered
ORD000376,OC000376,2024-10-22 15:00:00,delivered
ORD000377,OC000377,2024-11-04 09:00:00,delivered
ORD000378,OC000378,2024-12-18 10:00:00,delivered
ORD000379,OC000379,2024-06-07 15:00:00,delivered
ORD000380,OC000380,2024-02-13 21:00:00,delivered
ORD000381,OC000381,2023-11-13 15:00:00,delivered
ORD000382,OC000382,2024-11-20 12:00:00,delivered
ORD000383,OC000383,2023-11-04 10:00:00,delivered
ORD000384,OC000384,2024-03-22 21:00:00,delivered
ORD000385,OC000385,2024-10-06 11:00:00,delivered
ORD000386,OC000386,2024-11-26 12:00:00,delivered
ORD000387,OC000387,2023-12-16 17:00:00,shipped
ORD000388,OC000388,2023-11-06 14:00:00,canceled
ORD000389,OC000389,2023-12-17 19:00:00,delivered
ORD000390,OC000390,2024-01-14 16:00:00,delivered
ORD000391,OC000391,2024-02-16 08:00:00,delivered
ORD000392,OC000392,2023-10-26 17:00:00,delivered
ORD000393,OC000393,2023-12-02 10:00:00,delivered
ORD000394,OC000394,2024-02-04 08:00:00,delivered
ORD000395,OC000395,2024-08-27 21:00:00,delivered
ORD000396,OC000396,2024-02-24 10:00:00,canceled
ORD000397,OC000397,2023-08-03 18:00:00,delivered
ORD000398,OC000398,2024-11-17 10:00:00,delivered
ORD000399,OC000399,2023-11-21 12:00:00,delivered
ORD000400,OC000400,2024-03-25 15:00:00,delivered
ORD000401,OC000401,2024-03-13 20:00:00,delivered
ORD000402,OC000402,2024-11-04 18:00:00,delivered
ORD000403,OC000403,2024-05-20 18:00:00,delivered
ORD000404,OC000404,2024-07-22 21:00:00,delivered
ORD000405,OC000405,2023-04-27 13:00:00,shipped
ORD000406,OC000406,2023-05-22 09:00:00,delivered
ORD000407,OC000407,2023-07-09 20:00:00,delivered
ORD000408,OC000408,2023-08-24 15:00:00,delivered
ORD000409,OC000409,2023-09-22 19:00:00,delivered
ORD000410,OC000410,2023-10-27 17:00:00,delivered
ORD000411,OC000411,2023-11-14 14:00:00,delivered
ORD000412,OC000412,2024-12-01 08:00:00,delivered
ORD000413,OC000413,2024-05-03 10:00:00,delivered
ORD000414,OC000414,2023-10-21 08:00:00,delivered
ORD000415,OC000415,2023-05-23 18:00:00,delivered
ORD000416,OC000416,2024-09-18 11:00:00,delivered
ORD000417,OC000417,2024-05-20 16:00:00,delivered
ORD000418,OC000418,2024-03-02 15:00:00,delivered
ORD000419,OC000419,2024-11-06 11:00:00,delivered
ORD000420,OC000420,2024-09-05 17:00:00,delivered
ORD000421,OC000421,2023-05-26 16:00:00,delivered
ORD000422,OC000422,2023-10-26 11:00:00,delivered
ORD000423,OC000423,2024-01-14 13:00:00,delivered
ORD000424,OC000424,2023-08-16 11:00:00,canceled
ORD000425,OC000425,2024-08-05 12:00:00,delivered
ORD000426,OC000426,2023-02-22 16:00:00,delivered
ORD000427,OC000427,2024-04-25 14:00:00,delivered
ORD000428,OC000428,2024-08-17 12:00:00,delivered
ORD000429,OC000429,2024-11-11 15:00:00,delivered
ORD000430,OC000430,2024-11-24 19:00:00,delivered
ORD000431,OC000431,2023-11-21 15:00:00,canceled
ORD000432,OC000432,2024-10-01 08:00:00,shipped
ORD000433,OC000433,2023-04-08 09:00:00,delivered
ORD000434,OC000434,2024-10-14 21:00:00,delivered
ORD000435,OC000435,2024-11-20 17:00:00,delivered
ORD000436,OC000436,2023-05-13 15:00:00,delivered
ORD000437,OC000437,2023-11-10 15:00:00,delivered
ORD000438,OC000438,2024-03-16 08:00:00,delivered
ORD000439,OC000439,2024-09-09 15:00:00,delivered
ORD000440,OC000440,2023-05-25 13:00:00,delivered
ORD000441,OC000441,2023-08-20 20:00:00,delivered
ORD000442,OC000442,2024-07-26 21:00:00,delivered
ORD000443,OC000443,2024-07-22 17:00:00,delivered
ORD000444,OC000444,2024-10-12 13:00:00,delivered
ORD000445,OC000445,2024-11-08 11:00:00,delivered
ORD000446,OC000446,2024-05-25 11:00:00,delivered
ORD000447,OC000447,2024-07-18 21:00:00,delivered
ORD000448,OC000448,2024-03-08 09:00:00,delivered
ORD000449,OC000449,2023-08-15 21:00:00,delivered
ORD000450,OC000450,2023-11-05 08:00:00,delivered
ORD000451,OC000451,2023-06-10 19:00:00,delivered
ORD000452,OC000452,2024-11-18 08:00:00,shipped
ORD000453,OC000453,2024-04-03 11:00:00,delivered
ORD000454,OC000454,2024-05-26 20:00:00,delivered
ORD000455,OC000455,2023-11-15 16:00:00,delivered
ORD000456,OC000456,2023-12-13 21:00:00,delivered
ORD000457,OC000457,2024-12-18 19:00:00,delivered
ORD000458,OC000458,2023-05-03 10:00:00,delivered
ORD000459,OC000459,2024-04-02 12:00:00,delivered
ORD000460,OC000460,2024-02-25 11:00:00,delivered
ORD000461,OC000461,2024-04-18 21:00:00,delivered
ORD000462,OC000462,2024-05-04 19:00:00,delivered
ORD000463,OC000463,2023-01-24 11:00:00,delivered
ORD000464,OC000464,2024-11-08 10:00:00,delivered
ORD000465,OC000465,2024-12-11 17:00:00,delivered
ORD000466,OC000466,2024-03-23 21:00:00,delivered
ORD000467,OC000467,2024-07-07 10:00:00,delivered
ORD000468,OC000468,2024-11-27 17:00:00,delivered
ORD000469,OC000469,2024-12-05 09:00:00,delivered
ORD000470,OC000470,2024-07-15 12:00:00,delivered
ORD000471,OC000471,2023-05-21 11:00:00,canceled
ORD000472,OC000472,2024-04-19 19:00:00,delivered
ORD000473,OC000473,2024-04-05 21:00:00,delivered
ORD000474,OC000474,2023-12-12 16:00:00,delivered
ORD000475,OC000475,2024-08-21 13:00:00,delivered
ORD000476,OC000476,2024-09-26 13:00:00,canceled
ORD000477,OC000477,2024-11-19 13:00:00,delivered
ORD000478,OC000478,2024-12-15 21:00:00,delivered
ORD000479,OC000479,2024-12-12 17:00:00,delivered
ORD000480,OC000480,2024-11-07 13:00:00,delivered
ORD000481,OC000481,2023-12-23 16:00:00,delivered
ORD000482,OC000482,2023-04-24 09:00:00,delivered
ORD000483,OC000483,2024-12-06 18:00:00,delivered
ORD000484,OC000484,2024-10-23 20:00:00,delivered
ORD000485,OC000485,2023-05-18 17:00:00,delivered
ORD000486,OC000486,2024-11-11 13:00:00,delivered
ORD000487,OC000487,2024-12-06 18:00:00,canceled
ORD000488,OC000488,2024-11-17 15:00:00,delivered
ORD000489,OC000489,2024-02-12 18:00:00,delivered
ORD000490,OC000490,2024-05-15 19:00:00,delivered
ORD000491,OC000491,2024-08-20 13:00:00,delivered
ORD000492,OC000492,2024-12-18 10:00:00,delivered
ORD000493,OC000493,2024-04-08 12:00:00,delivered
ORD000494,OC000494,2023-11-03 08:00:00,delivered
ORD000495,OC000495,2023-02-17 19:00:00,delivered
ORD000496,OC000496,2023-04-16 19:00:00,delivered
ORD000497,OC000497,2023-10-05 08:00:00,delivered
ORD000498,OC000498,2024-09-03 13:00:00,delivered
