order_id,order_item_id,product_id,price,freight_value
ORD000025,2,PROD00059,141.27,30.86
ORD000025,3,PROD00072,54.48,34.84
ORD000025,4,PROD00147,1346.89,7.22
ORD000026,1,PROD00177,12.92,10.27
ORD000026,2,PROD00114,75.01,32.46
ORD000027,1,PROD00045,123.61,11.97
ORD000027,2,PROD00133,97.77,14.85
ORD000028,1,PROD00239,244.71,6.64
ORD000028,2,PROD00131,66.27,19.46
ORD000029,1,PROD00195,24.73,17.31
ORD000029,2,PROD00115,64.2,8.75
ORD000029,3,PROD00045,100.14,25.65
ORD000030,1,PROD00076,36.11,23.84
ORD000031,1,PROD00234,285.33,28.22
ORD000032,1,PROD00155,511.27,30.79
ORD000033,1,PROD00089,321.95,11.41
ORD000033,2,PROD00239,228.01,17.15
ORD000033,3,PROD00067,161.2,7.67
ORD000033,4,PROD00154,726.64,32.56
ORD000034,1,PROD00152,1524.97,22.74
ORD000035,1,PROD00167,53.41,22.97
ORD000036,1,PROD00191,35.69,23.84
ORD000037,1,PROD00156,202.59,26.45
ORD000037,2,PROD00005,234.91,14.19
ORD000037,3,PROD00224,163.37,12.92
ORD000038,1,PROD00011,500.27,28.06
ORD000039,1,PROD00051,146.69,8.19
ORD000040,1,PROD00026,657.76,8.46
ORD000040,2,PROD00131,73.75,20.88
ORD000040,3,PROD00156,217.57,25.42
ORD000041,1,PROD00202,9.92,30.54
ORD000042,1,PROD00024,464.11,16.38
ORD000043,1,PROD00175,40.89,21.98
ORD000044,1,PROD00107,33.8,20.35
ORD000044,2,PROD00158,1298.05,6.6
ORD000045,1,PROD00231,111.09,21.99
ORD000045,2,PROD00032,385.32,9.1
ORD000045,3,PROD00111,48.29,31.47
ORD000046,1,PROD00186,15.21,24.24
ORD000047,1,PROD00033,567.86,15.87
ORD000047,2,PROD00188,54.02,19.12
ORD000047,3,PROD00018,675.15,23.05
ORD000047,4,PROD00013,166.09,17.4
ORD000048,1,PROD00052,170.71,21.1
ORD000049,1,PROD00054,67.19,19.12
ORD000050,1,PROD00146,784.49,32.86
ORD000051,1,PROD00146,907.58,16.76
ORD000052,1,PROD00102,219.42,10.0
ORD000052,2,PROD00062,48.13,26.27
ORD000053,1,PROD00126,48.67,14.29
ORD000054,1,PROD00238,148.06,29.26
ORD000054,2,PROD00160,343.5,24.08
ORD000055,1,PROD00059,141.96,20.17
ORD000056,1,PROD00183,18.83,19.61
ORD000057,1,PROD00022,841.53,8.59
ORD000058,1,PROD00168,36.05,28.36
ORD000058,2,PROD00036,204.19,23.03
ORD000058,3,PROD00071,74.62,19.93
ORD000059,1,PROD00043,177.65,10.48
ORD000059,2,PROD00078,110.34,24.12
ORD000060,1,PROD00141,728.88,24.44
ORD000060,2,PROD00138,180.3,24.62
ORD000061,1,PROD00225,309.06,25.68
ORD000062,1,PROD00174,40.15,14.65
ORD000062,2,PROD00132,105.16,34.88
ORD000063,1,PROD00002,1088.96,26.72
ORD000064,1,PROD00210,82.38,6.97
ORD000064,2,PROD00159,467.57,22.16
ORD000064,3,PROD00052,202.8,8.67
ORD000065,1,PROD00185,14.27,14.74
ORD000066,1,PROD00163,34.99,10.92
ORD000066,2,PROD00117,102.54,27.09
ORD000067,1,PROD00024,469.8,18.29
ORD000067,2,PROD00019,103.21,28.1
ORD000068,1,PROD00055,170.79,13.63
ORD000069,1,PROD00022,917.5,18.75
ORD000070,1,PROD00080,74.21,28.11
ORD000070,2,PROD00049,43.34,20.04
ORD000071,1,PROD00176,12.77,9.35
ORD000072,1,PROD00016,944.37,12.89
ORD000072,2,PROD00170,17.84,18.97
ORD000073,1,PROD00192,52.04,13.8
ORD000074,1,PROD00166,13.7,28.45
ORD000074,2,PROD00228,45.24,8.22
ORD000074,3,PROD00120,106.34,5.34
ORD000075,1,PROD00013,189.17,15.3
ORD000075,2,PROD00026,737.5,7.19
ORD000075,3,PROD00003,632.14,13.54
ORD000075,4,PROD00102,272.35,16.04
ORD000076,1,PROD00077,151.03,21.06
ORD000076,2,PROD00104,123.88,14.67
ORD000076,3,PROD00015,608.83,30.0
ORD000076,4,PROD00095,438.25,23.85
ORD000077,1,PROD00043,166.94,10.71
ORD000078,1,PROD00209,60.28,16.59
ORD000079,1,PROD00028,839.88,31.25
ORD000079,2,PROD00003,565.06,7.84
ORD000080,1,PROD00167,49.35,23.68
ORD000081,1,PROD00181,52.88,19.78
ORD000081,2,PROD00201,25.69,34.35
ORD000081,3,PROD00124,97.56,19.62
ORD000082,1,PROD00221,319.72,6.22
ORD000083,1,PROD00047,84.81,20.8
ORD000083,2,PROD00078,103.18,15.88
ORD000084,1,PROD00170,18.67,11.24
ORD000084,2,PROD00128,95.51,27.28
ORD000084,3,PROD00130,126.69,12.09
ORD000085,1,PROD00120,131.96,28.51
ORD000086,1,PROD00079,48.36,29.89
ORD000087,1,PROD00142,612.18,21.7
ORD000087,2,PROD00103,400.75,5.41
ORD000088,1,PROD00090,336.45,26.13
ORD000089,1,PROD00199,34.82,10.67
ORD000090,1,PROD00083,61.29,8.63
ORD000091,1,PROD00054,67.22,10.24
ORD000092,1,PROD00193,44.0,34.28
ORD000093,1,PROD00054,73.58,8.86
ORD000093,2,PROD00113,48.16,25.69
ORD000094,1,PROD00084,370.26,34.12
ORD000095,1,PROD00227,159.26,30.92
ORD000096,1,PROD00013,188.48,20.81
ORD000096,2,PROD00035,963.12,6.65
ORD000097,1,PROD00234,321.84,30.29
ORD000098,1,PROD00016,916.37,33.67
ORD000098,2,PROD00163,33.86,30.27
ORD000098,3,PROD00113,58.04,10.05
ORD000099,1,PROD00066,32.8,17.14
ORD000099,2,PROD00040,220.37,12.71
ORD000100,1,PROD00083,64.67,24.52
ORD000101,1,PROD00206,12.57,20.38
ORD000102,1,PROD00156,199.27,18.18
ORD000102,2,PROD00108,94.28,17.11
ORD000102,3,PROD00230,193.89,17.63
ORD000103,1,PROD00212,56.82,13.15
ORD000103,2,PROD00192,43.94,23.11
ORD000104,1,PROD00101,341.98,12.61
ORD000104,2,PROD00077,165.97,21.84
ORD000104,3,PROD00009,724.11,11.73
ORD000104,4,PROD00060,126.91,33.85
ORD000105,1,PROD00138,216.68,28.52
ORD000106,1,PROD00090,334.24,17.83
ORD000106,2,PROD00018,688.17,16.52
ORD000106,3,PROD00229,221.82,9.46
ORD000106,4,PROD00076,35.05,19.77
ORD000107,1,PROD00172,46.71,28.15
ORD000108,1,PROD00213,64.16,26.12
ORD000109,1,PROD00040,218.26,20.24
ORD000110,1,PROD00041,138.61,32.6
ORD000110,2,PROD00193,43.53,29.62
ORD000111,1,PROD00023,577.67,22.42
ORD000111,2,PROD00010,114.15,32.5
ORD000112,1,PROD00004,552.78,21.04
ORD000113,1,PROD00080,58.96,30.51
ORD000113,2,PROD00001,1117.36,31.61
ORD000114,1,PROD00016,879.88,32.12
ORD000114,2,PROD00033,501.09,25.11
ORD000115,1,PROD00100,313.05,24.16
ORD000115,2,PROD00141,651.5,32.79
ORD000115,3,PROD00221,324.98,10.68
ORD000116,1,PROD00159,440.1,32.04
ORD000116,2,PROD00187,56.82,19.66
ORD000117,1,PROD00068,97.25,6.39
ORD000117,2,PROD00109,300.7,11.39
ORD000117,3,PROD00198,65.87,24.21
ORD000118,1,PROD00086,362.43,27.57
ORD000119,1,PROD00158,1346.43,14.5
ORD000119,2,PROD00131,71.56,5.94
ORD000119,3,PROD00178,61.66,30.07
ORD000120,1,PROD00038,699.44,27.48
ORD000121,1,PROD00218,41.42,19.98
ORD000121,2,PROD00027,784.72,10.08
ORD000122,1,PROD00222,240.79,33.08
ORD000123,1,PROD00160,323.39,21.81
ORD000123,2,PROD00220,129.52,28.87
ORD000124,1,PROD00132,88.72,22.46
ORD000125,1,PROD00170,16.82,27.45
ORD000125,2,PROD00084,390.5,9.19
ORD000126,1,PROD00058,111.17,29.3
ORD000127,1,PROD00040,242.18,9.92
ORD000127,2,PROD00073,105.46,14.04
ORD000128,1,PROD00229,213.14,9.75
ORD000129,1,PROD00006,150.43,21.78
ORD000129,2,PROD00075,124.36,7.43
ORD000130,1,PROD00197,22.76,8.09
ORD000131,1,PROD00224,184.19,27.49
ORD000131,2,PROD00149,1290.77,32.98
ORD000131,3,PROD00225,289.19,13.65
ORD000132,1,PROD00181,59.19,11.58
ORD000132,2,PROD00122,112.93,24.57
ORD000132,3,PROD00179,31.82,5.02
ORD000133,1,PROD00063,143.95,12.43
ORD000133,2,PROD00055,161.94,30.33
ORD000133,3,PROD00085,103.27,17.46
ORD000134,1,PROD00192,49.02,7.11
ORD000134,2,PROD00031,296.86,33.6
ORD000135,1,PROD00146,850.3,17.16
ORD000136,1,PROD00180,33.0,12.1
ORD000136,2,PROD00022,890.81,8.95
ORD000136,3,PROD00223,41.52,30.27
ORD000137,1,PROD00154,688.51,19.87
ORD000137,2,PROD00159,438.0,17.32
ORD000138,1,PROD00118,14.49,10.81
ORD000138,2,PROD00177,11.18,15.74
ORD000139,1,PROD00235,286.05,16.61
ORD000139,2,PROD00028,885.11,6.34
ORD000139,3,PROD00108,84.1,18.72
ORD000140,1,PROD00043,196.75,19.45
ORD000141,1,PROD00071,88.45,19.49
ORD000142,1,PROD00065,78.54,6.32
ORD000142,2,PROD00101,366.79,8.91
ORD000143,1,PROD00237,157.7,5.07
ORD000143,2,PROD00068,81.74,25.42
ORD000143,3,PROD00082,25.3,8.41
ORD000144,1,PROD00213,55.92,30.6
ORD000144,2,PROD00139,190.9,28.18
ORD000144,3,PROD00055,148.62,29.65
ORD000144,4,PROD00052,196.58,22.9
ORD000145,1,PROD00023,651.13,11.29
ORD000145,2,PROD00005,224.72,32.13
ORD000145,3,PROD00138,227.66,34.76
ORD000146,1,PROD00065,65.62,25.8
ORD000147,1,PROD00097,125.09,34.46
ORD000147,2,PROD00080,72.7,8.86
ORD000147,3,PROD00231,110.45,25.65
ORD000147,4,PROD00181,59.98,33.07
ORD000148,1,PROD00179,33.2,15.56
ORD000149,1,PROD00021,818.21,11.59
ORD000150,1,PROD00192,49.04,11.85
ORD000150,2,PROD00129,20.04,14.45
ORD000150,3,PROD00071,76.32,13.19
ORD000151,1,PROD00008,1346.91,22.05
ORD000151,2,PROD00031,278.1,27.7
ORD000152,1,PROD00146,902.33,11.64
ORD000153,1,PROD00212,61.13,31.82
ORD000153,2,PROD00227,152.21,30.25
ORD000154,1,PROD00030,357.27,29.65
ORD000155,1,PROD00041,137.41,15.39
ORD000156,1,PROD00043,188.06,29.17
ORD000157,1,PROD00114,85.5,32.35
ORD000158,1,PROD00004,662.72,8.68
ORD000158,2,PROD00027,817.38,16.9
ORD000159,1,PROD00036,228.25,18.07
ORD000160,1,PROD00230,179.89,19.58
ORD000160,2,PROD00180,32.2,9.26
ORD000161,1,PROD00223,43.29,18.3
ORD000161,2,PROD00031,293.69,34.28
ORD000161,3,PROD00150,698.26,32.16
ORD000161,4,PROD00139,157.52,10.73
ORD000162,1,PROD00168,37.09,23.13
ORD000163,1,PROD00162,995.79,34.21
ORD000164,1,PROD00112,42.27,25.37
ORD000164,2,PROD00049,52.15,5.87
ORD000164,3,PROD00003,570.37,8.24
ORD000165,1,PROD00050,66.34,33.91
ORD000165,2,PROD00070,149.97,13.64
ORD000165,3,PROD00085,100.07,26.11
ORD000165,4,PROD00079,49.96,16.22
ORD000166,1,PROD00144,1252.91,25.17
ORD000167,1,PROD00001,972.69,28.5
ORD000168,1,PROD00204,69.46,29.17
ORD000169,1,PROD00107,33.67,13.64
ORD000170,1,PROD00091,213.96,7.07
ORD000171,1,PROD00177,11.13,5.59
ORD000172,1,PROD00188,52.97,6.98
ORD000172,2,PROD00115,61.88,17.22
ORD000173,1,PROD00163,35.48,32.8
ORD000173,2,PROD00082,30.58,26.95
ORD000173,3,PROD00043,171.73,8.18
ORD000173,4,PROD00051,138.67,34.36
ORD000174,1,PROD00238,162.42,8.77
ORD000174,2,PROD00156,223.31,20.75
ORD000174,3,PROD00181,54.26,18.56
ORD000175,1,PROD00119,26.89,5.16
ORD000176,1,PROD00163,30.91,28.73
ORD000176,2,PROD00113,58.6,26.48
ORD000177,1,PROD00053,156.14,11.31
ORD000178,1,PROD00003,590.93,29.47
ORD000178,2,PROD00220,110.46,29.46
ORD000179,1,PROD00072,53.75,16.94
ORD000180,1,PROD00063,131.32,30.42
ORD000181,1,PROD00124,106.97,30.09
ORD000181,2,PROD00189,17.62,33.68
ORD000182,1,PROD00205,39.28,6.21
ORD000182,2,PROD00070,137.72,10.36
ORD000183,1,PROD00195,24.97,16.87
ORD000184,1,PROD00223,36.19,25.89
ORD000185,1,PROD00009,807.02,29.09
ORD000185,2,PROD00150,681.27,28.57
ORD000185,3,PROD00002,968.13,33.23
ORD000186,1,PROD00130,107.39,31.39
ORD000187,1,PROD00118,14.04,15.44
ORD000187,2,PROD00151,329.83,19.11
ORD000187,3,PROD00207,51.78,34.99
ORD000187,4,PROD00023,681.09,15.85
ORD000188,1,PROD00171,28.11,18.11
ORD000188,2,PROD00123,116.24,27.31
ORD000189,1,PROD00014,477.94,15.22
ORD000190,1,PROD00055,169.69,13.74
ORD000190,2,PROD00056,226.42,33.69
ORD000191,1,PROD00070,151.37,15.73
ORD000192,1,PROD00232,290.94,30.52
ORD000192,2,PROD00109,305.88,6.99
ORD000192,3,PROD00151,264.44,20.7
ORD000193,1,PROD00235,292.24,16.35
ORD000193,2,PROD00094,125.06,23.91
ORD000193,3,PROD00148,1635.63,17.57
ORD000193,4,PROD00144,1429.59,13.05
ORD000194,1,PROD00001,1084.52,33.84
ORD000194,2,PROD00032,339.71,18.5
ORD000195,1,PROD00118,12.23,22.63
ORD000196,1,PROD00083,62.61,18.25
ORD000197,1,PROD00137,1062.98,25.57
ORD000198,1,PROD00038,654.4,23.34
ORD000199,1,PROD00235,277.22,28.46
ORD000199,2,PROD00044,78.11,16.76
ORD000199,3,PROD00170,19.08,8.31
ORD000200,1,PROD00047,70.22,29.31
ORD000201,1,PROD00110,141.38,14.28
ORD000201,2,PROD00082,26.38,34.17
ORD000201,3,PROD00065,66.95,27.0
ORD000201,4,PROD00076,31.11,22.89
ORD000202,1,PROD00201,24.92,9.46
ORD000202,2,PROD00006,143.68,19.5
ORD000202,3,PROD00057,85.0,15.69
ORD000203,1,PROD00239,229.16,20.9
ORD000204,1,PROD00235,269.42,22.31
ORD000205,1,PROD00080,68.84,16.94
ORD000205,2,PROD00235,276.62,29.09
ORD000206,1,PROD00115,65.38,25.39
ORD000207,1,PROD00117,82.29,19.63
ORD000207,2,PROD00031,274.66,11.06
ORD000207,3,PROD00016,958.26,18.32
ORD000207,4,PROD00164,26.23,10.96
ORD000208,1,PROD00164,26.52,9.76
ORD000208,2,PROD00118,12.39,8.18
ORD000209,1,PROD00118,12.38,9.35
ORD000209,2,PROD00074,23.8,23.04
ORD000210,1,PROD00022,875.46,17.55
ORD000211,1,PROD00236,319.41,12.5
ORD000212,1,PROD00043,165.93,33.51
ORD000212,2,PROD00239,243.06,7.93
ORD000212,3,PROD00063,113.36,9.83
ORD000213,1,PROD00218,37.01,30.87
ORD000213,2,PROD00136,207.99,25.6
ORD000213,3,PROD00019,104.59,11.64
ORD000214,1,PROD00004,624.71,29.81
ORD000214,2,PROD00095,389.45,13.26
ORD000214,3,PROD00174,33.97,21.09
ORD000215,1,PROD00208,23.89,19.99
ORD000215,2,PROD00173,26.66,18.22
ORD000216,1,PROD00146,774.31,19.94
ORD000217,1,PROD00006,146.68,11.43
ORD000217,2,PROD00215,64.07,14.77
ORD000217,3,PROD00037,695.52,26.3
ORD000218,1,PROD00222,246.17,17.5
ORD000219,1,PROD00106,359.33,20.57
ORD000219,2,PROD00077,155.68,33.89
ORD000220,1,PROD00224,168.17,20.13
ORD000220,2,PROD00157,1155.41,20.1
ORD000220,3,PROD00154,648.22,26.71
ORD000221,1,PROD00013,175.06,32.02
ORD000221,2,PROD00031,310.37,25.48
ORD000221,3,PROD00031,301.75,26.8
ORD000222,1,PROD00006,152.39,17.74
ORD000223,1,PROD00080,65.43,8.62
ORD000224,1,PROD00123,126.05,5.92
ORD000225,1,PROD00112,40.31,29.96
ORD000225,2,PROD00020,346.56,11.4
ORD000225,3,PROD00236,296.88,27.19
ORD000225,4,PROD00170,18.74,27.1
ORD000226,1,PROD00114,79.4,10.1
ORD000226,2,PROD00026,683.11,12.9
ORD000226,3,PROD00173,29.85,17.34
ORD000227,1,PROD00170,20.39,15.54
ORD000228,1,PROD00227,150.51,5.48
ORD000229,1,PROD00021,748.6,5.69
ORD000229,2,PROD00024,504.4,19.51
ORD000230,1,PROD00231,122.29,28.04
ORD000230,2,PROD00066,28.38,8.69
ORD000231,1,PROD00046,212.95,22.31
ORD000231,2,PROD00174,34.65,7.52
ORD000232,1,PROD00161,975.95,16.74
ORD000232,2,PROD00220,116.47,15.29
ORD000232,3,PROD00059,135.86,26.61
ORD000233,1,PROD00204,84.12,15.57
ORD000233,2,PROD00195,23.15,21.79
ORD000234,1,PROD00205,47.29,24.58
ORD000235,1,PROD00201,27.6,34.84
ORD000235,2,PROD00096,357.78,23.24
ORD000235,3,PROD00189,14.74,18.63
ORD000236,1,PROD00029,225.55,24.47
ORD000237,1,PROD00015,681.83,8.38
ORD000238,1,PROD00188,46.08,14.59
ORD000239,1,PROD00067,131.61,13.17
ORD000240,1,PROD00068,83.38,22.36
ORD000241,1,PROD00139,179.92,23.8
ORD000241,2,PROD00173,30.44,23.86
ORD000242,1,PROD00013,173.12,7.51
ORD000242,2,PROD00003,591.34,20.42
ORD000243,1,PROD00086,308.64,22.83
ORD000243,2,PROD00236,312.41,9.93
ORD000244,1,PROD00126,42.03,28.91
ORD000245,1,PROD00071,93.03,12.37
ORD000245,2,PROD00104,137.29,13.24
ORD000245,3,PROD00020,387.05,5.16
ORD000246,1,PROD00195,23.4,28.55
ORD000247,1,PROD00061,53.1,8.49
ORD000247,2,PROD00223,40.71,13.25
ORD000248,1,PROD00052,195.94,24.46
ORD000249,1,PROD00107,32.25,24.27
ORD000249,2,PROD00092,118.45,21.76
ORD000249,3,PROD00145,163.05,7.9
ORD000250,1,PROD00042,95.85,12.52
ORD000251,1,PROD00070,136.29,8.55
ORD000252,1,PROD00128,79.85,28.11
ORD000252,2,PROD00026,747.28,22.96
ORD000253,1,PROD00069,63.8,21.93
ORD000254,1,PROD00071,85.42,5.65
ORD000255,1,PROD00172,39.02,17.89
ORD000255,2,PROD00126,45.14,17.51
ORD000256,1,PROD00042,120.87,32.83
ORD000257,1,PROD00064,15.77,33.25
ORD000258,1,PROD00021,720.85,29.74
ORD000258,2,PROD00138,193.15,32.91
ORD000258,3,PROD00025,205.3,30.73
ORD000258,4,PROD00161,960.35,20.44
ORD000259,1,PROD00205,39.18,15.14
ORD000259,2,PROD00030,332.23,14.92
ORD000260,1,PROD00183,17.98,8.06
ORD000260,2,PROD00128,90.92,31.21
ORD000260,3,PROD00123,108.18,18.53
ORD000261,1,PROD00012,1099.82,8.74
ORD000262,1,PROD00201,27.96,12.97
ORD000263,1,PROD00015,636.51,21.88
ORD000264,1,PROD00066,31.4,31.41
ORD000265,1,PROD00036,248.41,12.5
ORD000265,2,PROD00143,1524.39,25.69
ORD000266,1,PROD00154,721.29,23.52
ORD000267,1,PROD00062,45.26,17.21
ORD000268,1,PROD00165,10.98,10.07
ORD000269,1,PROD00234,289.13,33.8
ORD000269,2,PROD00214,62.55,30.62
ORD000269,3,PROD00118,11.95,13.13
ORD000270,1,PROD00085,104.2,11.0
ORD000271,1,PROD00216,37.03,8.42
ORD000272,1,PROD00097,147.52,29.43
ORD000272,2,PROD00075,154.96,5.47
ORD000273,1,PROD00029,222.31,17.4
ORD000273,2,PROD00031,314.11,8.78
ORD000273,3,PROD00003,648.16,20.37
ORD000274,1,PROD00212,57.89,21.65
ORD000275,1,PROD00074,22.67,12.99
ORD000275,2,PROD00102,273.07,32.82
ORD000275,3,PROD00055,157.84,31.71
ORD000276,1,PROD00132,99.13,16.02
ORD000277,1,PROD00115,72.49,20.4
ORD000278,1,PROD00187,47.57,24.01
ORD000279,1,PROD00027,886.57,8.89
ORD000280,1,PROD00007,1097.28,9.38
ORD000280,2,PROD00028,810.5,14.29
ORD000280,3,PROD00026,730.46,24.91
ORD000281,1,PROD00071,74.4,7.39
ORD000282,1,PROD00184,16.62,17.12
ORD000282,2,PROD00196,66.9,20.36
ORD000282,3,PROD00020,362.97,21.15
ORD000283,1,PROD00146,823.19,19.85
ORD000283,2,PROD00165,11.92,20.15
ORD000283,3,PROD00229,217.42,9.17
ORD000284,1,PROD00096,351.53,26.25
ORD000285,1,PROD00094,137.69,23.49
ORD000285,2,PROD00066,31.4,10.47
ORD000286,1,PROD00098,377.58,25.87
ORD000287,1,PROD00083,59.2,25.22
ORD000287,2,PROD00106,412.0,30.3
ORD000288,1,PROD00129,20.67,17.2
ORD000289,1,PROD00109,286.02,30.63
ORD000289,2,PROD00193,51.06,20.6
ORD000290,1,PROD00194,65.99,12.36
ORD000290,2,PROD00019,103.15,18.3
ORD000290,3,PROD00129,21.89,30.89
ORD000291,1,PROD00166,11.62,34.59
ORD000291,2,PROD00129,22.32,23.44
ORD000291,3,PROD00135,90.36,31.37
ORD000292,1,PROD00188,53.0,26.59
ORD000293,1,PROD00153,142.63,25.61
ORD000294,1,PROD00230,165.59,22.9
ORD000295,1,PROD00148,1523.26,12.93
ORD000296,1,PROD00037,845.15,28.32
ORD000297,1,PROD00063,133.63,34.98
ORD000298,1,PROD00148,1344.13,12.13
ORD000299,1,PROD00020,354.2,23.79
ORD000300,1,PROD00132,104.98,7.28
ORD000301,1,PROD00191,35.07,26.47
ORD000302,1,PROD00200,45.67,8.63
ORD000303,1,PROD00040,213.86,13.74
ORD000303,2,PROD00081,105.91,29.13
ORD000303,3,PROD00073,109.43,23.71
ORD000304,1,PROD00147,1189.52,24.41
ORD000305,1,PROD00068,96.74,34.41
ORD000306,1,PROD00145,159.95,20.97
ORD000307,1,PROD00162,1018.81,14.67
ORD000307,2,PROD00025,218.02,33.17
ORD000308,1,PROD00043,196.93,7.35
ORD000308,2,PROD00067,161.26,15.89
ORD000308,3,PROD00032,392.51,17.55
ORD000309,1,PROD00159,423.75,28.6
ORD000310,1,PROD00209,70.39,7.94
ORD000311,1,PROD00169,35.51,28.59
ORD000311,2,PROD00125,58.67,30.16
ORD000311,3,PROD00052,188.17,12.46
ORD000311,4,PROD00134,45.06,26.3
ORD000312,1,PROD00038,748.65,9.68
ORD000313,1,PROD00218,43.46,17.16
ORD000314,1,PROD00109,300.69,28.73
ORD000315,1,PROD00003,548.53,32.28
ORD000315,2,PROD00031,289.07,28.64
ORD000315,3,PROD00038,640.84,19.71
ORD000316,1,PROD00194,57.57,32.1
ORD000316,2,PROD00102,224.82,34.48
ORD000317,1,PROD00063,121.63,19.13
ORD000318,1,PROD00045,101.54,25.86
ORD000318,2,PROD00059,125.53,24.94
ORD000318,3,PROD00065,69.32,10.97
ORD000319,1,PROD00072,57.03,7.8
ORD000320,1,PROD00069,62.28,9.86
ORD000321,1,PROD00047,74.29,31.11
ORD000321,2,PROD00231,120.6,23.01
ORD000321,3,PROD00074,20.4,6.69
ORD000322,1,PROD00210,70.33,16.94
ORD000323,1,PROD00184,16.25,7.24
ORD000324,1,PROD00065,71.05,30.07
ORD000325,1,PROD00232,295.38,20.69
ORD000326,1,PROD00125,47.16,18.53
ORD000326,2,PROD00168,33.31,21.65
ORD000326,3,PROD00178,53.99,30.79
ORD000327,1,PROD00128,91.52,28.79
ORD000328,1,PROD00228,50.75,22.26
ORD000329,1,PROD00009,848.96,17.86
ORD000330,1,PROD00172,37.92,30.56
ORD000331,1,PROD00070,164.23,15.36
ORD000332,1,PROD00063,143.98,10.92
ORD000333,1,PROD00135,104.91,27.83
ORD000333,2,PROD00046,246.79,10.41
ORD000333,3,PROD00045,117.96,15.16
ORD000333,4,PROD00171,28.25,17.64
ORD000334,1,PROD00206,11.86,15.96
ORD000335,1,PROD00082,25.01,27.89
ORD000335,2,PROD00108,96.31,6.14
ORD000336,1,PROD00073,105.53,23.76
ORD000336,2,PROD00088,199.61,21.01
ORD000336,3,PROD00044,77.22,29.85
ORD000336,4,PROD00111,48.58,28.32
ORD000337,1,PROD00047,73.41,24.09
ORD000338,1,PROD00120,113.91,5.36
ORD000338,2,PROD00149,1230.61,26.56
ORD000338,3,PROD00175,45.12,32.49
ORD000339,1,PROD00231,140.01,28.62
ORD000340,1,PROD00142,586.14,20.11
ORD000341,1,PROD00031,291.91,14.96
ORD000341,2,PROD00110,131.91,30.47
ORD000341,3,PROD00020,360.59,33.0
ORD000342,1,PROD00208,19.04,13.64
ORD000343,1,PROD00163,28.33,16.17
ORD000343,2,PROD00127,76.96,21.64
ORD000344,1,PROD00234,282.6,10.41
ORD000345,1,PROD00130,110.0,26.53
ORD000345,2,PROD00145,165.17,29.93
ORD000346,1,PROD00178,65.04,32.31
ORD000347,1,PROD00173,30.21,18.54
ORD000348,1,PROD00156,192.99,20.66
ORD000349,1,PROD00225,261.52,5.09
ORD000349,2,PROD00156,208.08,8.26
ORD000349,3,PROD00158,1406.44,25.31
ORD000350,1,PROD00142,595.96,13.68
ORD000351,1,PROD00017,104.28,18.29
ORD000351,2,PROD00040,225.74,26.7
ORD000351,3,PROD00034,805.35,28.75
ORD000352,1,PROD00238,162.54,27.13
ORD000353,1,PROD00001,1012.92,29.95
ORD000354,1,PROD00031,279.93,16.78
ORD000355,1,PROD00149,1455.68,23.25
ORD000355,2,PROD00202,8.6,19.38
ORD000356,1,PROD00076,35.17,29.56
ORD000357,1,PROD00117,85.38,16.21
ORD000358,1,PROD00239,232.64,27.78
ORD000358,2,PROD00143,1653.77,26.87
