customer_id,customer_unique_id,customer_state
OC000173,CUST100116,MG
OC000174,CUST100117,MG
OC000175,CUST100118,SC
OC000176,CUST100119,CE
OC000177,CUST100120,RJ
OC000178,CUST100121,SC
OC000179,CUST100122,SC
OC000180,CUST100123,CE
OC000181,CUST100123,CE
OC000182,CUST100123,CE
OC000183,CUST100124,GO
OC000184,CUST100125,PE
OC000185,CUST100125,PE
OC000186,CUST100126,PR
OC000187,CUST100127,PE
OC000188,CUST100128,SP
OC000189,CUST100129,RJ
OC000190,CUST100130,PE
OC000191,CUST100131,PR
OC000192,CUST100132,BA
OC000193,CUST100133,RJ
OC000194,CUST100133,RJ
OC000195,CUST100133,RJ
OC000196,CUST100133,RJ
OC000197,CUST100133,RJ
OC000198,CUST100134,PR
OC000199,CUST100134,PR
OC000200,CUST100134,PR
OC000201,CUST100135,SC
OC000202,CUST100135,SC
OC000203,CUST100136,MG
OC000204,CUST100137,GO
OC000205,CUST100137,GO
OC000206,CUST100137,GO
OC000207,CUST100138,SP
OC000208,CUST100139,PR
OC000209,CUST100140,PE
OC000210,CUST100140,PE
OC000211,CUST100141,MG
OC000212,CUST100142,PE
OC000213,CUST100143,RJ
OC000214,CUST100144,PR
OC000215,CUST100144,PR
OC000216,CUST100144,PR
OC000217,CUST100145,PE
OC000218,CUST100145,PE
OC000219,CUST100145,PE
OC000220,CUST100146,CE
OC000221,CUST100146,CE
OC000222,CUST100147,RS
OC000223,CUST100148,MG
OC000224,CUST100149,BA
OC000225,CUST100150,MG
OC000226,CUST100151,PE
OC000227,CUST100152,PE
OC000228,CUST100153,SP
OC000229,CUST100153,SP
OC000230,CUST100153,SP
OC000231,CUST100154,CE
OC000232,CUST100155,BA
OC000233,CUST100156,GO
OC000234,CUST100157,SP
OC000235,CUST100158,RJ
OC000236,CUST100159,BA
OC000237,CUST100160,PR
OC000238,CUST100161,RS
OC000239,CUST100162,SP
OC000240,CUST100163,RS
OC000241,CUST100164,CE
OC000242,CUST100165,RJ
OC000243,CUST100165,RJ
OC000244,CUST100166,RJ
OC000245,CUST100166,RJ
OC000246,CUST100166,RJ
OC000247,CUST100166,RJ
OC000248,CUST100166,RJ
OC000249,CUST100166,RJ
OC000250,CUST100167,GO
OC000251,CUST100168,RJ
OC000252,CUST100169,PE
OC000253,CUST100170,MG
OC000254,CUST100171,MG
OC000255,CUST100172,GO
OC000256,CUST100173,PE
OC000257,CUST100174,MG
OC000258,CUST100175,PR
OC000259,CUST100176,PE
OC000260,CUST100176,PE
OC000261,CUST100177,CE
OC000262,CUST100178,SC
OC000263,CUST100179,RS
OC000264,CUST100180,PE
OC000265,CUST100181,RS
OC000266,CUST100181,RS
OC000267,CUST100182,PR
OC000268,CUST100183,SC
OC000269,CUST100184,BA
OC000270,CUST100185,GO
OC000271,CUST100186,PE
OC000272,CUST100187,GO
OC000273,CUST100188,RJ
OC000274,CUST100189,RS
OC000275,CUST100189,RS
OC000276,CUST100190,RS
OC000277,CUST100191,RJ
OC000278,CUST100191,RJ
OC000279,CUST100192,BA
OC000280,CUST100193,SP
OC000281,CUST100194,CE
OC000282,CUST100195,PE
OC000283,CUST100196,RS
OC000284,CUST100197,CE
OC000285,CUST100198,RS
OC000286,CUST100199,SP
OC000287,CUST100199,SP
OC000288,CUST100199,SP
OC000289,CUST100199,SP
OC000290,CUST100199,SP
OC000291,CUST100200,RJ
OC000292,CUST100201,SP
OC000293,CUST100202,RS
OC000294,CUST100202,RS
OC000295,CUST100202,RS
OC000296,CUST100203,RJ
OC000297,CUST100203,RJ
OC000298,CUST100203,RJ
OC000299,CUST100203,RJ
OC000300,CUST100204,SP
OC000301,CUST100205,BA
OC000302,CUST100206,RJ
OC000303,CUST100207,PE
OC000304,CUST100207,PE
OC000305,CUST100207,PE
OC000306,CUST100207,PE
OC000307,CUST100208,RS
OC000308,CUST100209,PR
OC000309,CUST100210,GO
OC000310,CUST100211,RS
OC000311,CUST100212,PE
OC000312,CUST100213,MG
OC000313,CUST100213,MG
OC000314,CUST100213,MG
OC000315,CUST100213,MG
OC000316,CUST100213,MG
OC000317,CUST100213,MG
OC000318,CUST100213,MG
OC000319,CUST100213,MG
OC000320,CUST100213,MG
OC000321,CUST100213,MG
OC000322,CUST100214,CE
OC000323,CUST100215,CE
OC000324,CUST100215,CE
OC000325,CUST100215,CE
OC000326,CUST100215,CE
OC000327,CUST100215,CE
OC000328,CUST100216,GO
OC000329,CUST100217,RS
OC000330,CUST100218,GO
OC000331,CUST100218,GO
OC000332,CUST100219,SC
OC000333,CUST100220,RS
OC000334,CUST100221,RJ
OC000335,CUST100222,RJ
OC000336,CUST100223,SC
OC000337,CUST100224,BA
OC000338,CUST100225,SC
OC000339,CUST100226,SC
OC000340,CUST100226,SC
OC000341,CUST100227,GO
OC000342,CUST100228,SP
OC000343,CUST100228,SP
OC000344,CUST100228,SP
OC000345,CUST100228,SP
OC000346,CUST100229,RJ
OC000347,CUST100230,SP
OC000348,CUST100230,SP
OC000349,CUST100230,SP
OC000350,CUST100231,SC
OC000351,CUST100231,SC
OC000352,CUST100232,BA
OC000353,CUST100233,RJ
OC000354,CUST100234,RS
OC000355,CUST100235,RS
OC000356,CUST100236,RS
OC000357,CUST100237,PE
OC000358,CUST100238,GO
OC000359,CUST100238,GO
OC000360,CUST100238,GO
OC000361,CUST100239,MG
OC000362,CUST100239,MG
OC000363,CUST100239,MG
OC000364,CUST100239,MG
OC000365,CUST100239,MG
OC000366,CUST100240,SC
OC000367,CUST100241,MG
OC000368,CUST100242,PR
OC000369,CUST100242,PR
OC000370,CUST100242,PR
OC000371,CUST100243,GO
OC000372,CUST100244,RS
OC000373,CUST100245,RJ
OC000374,CUST100246,GO
OC000375,CUST100247,PE
OC000376,CUST100248,RJ
OC000377,CUST100248,RJ
OC000378,CUST100248,RJ
OC000379,CUST100249,SP
OC000380,CUST100250,PE
OC000381,CUST100251,SP
OC000382,CUST100252,RJ
OC000383,CUST100253,RS
OC000384,CUST100253,RS
OC000385,CUST100254,MG
OC000386,CUST100254,MG
OC000387,CUST100255,SC
OC000388,CUST100256,GO
OC000389,CUST100257,GO
OC000390,CUST100257,GO
OC000391,CUST100257,GO
OC000392,CUST100258,RS
OC000393,CUST100258,RS
OC000394,CUST100258,RS
OC000395,CUST100259,SC
OC000396,CUST100260,SP
OC000397,CUST100261,MG
OC000398,CUST100262,SC
OC000399,CUST100263,SP
OC000400,CUST100263,SP
OC000401,CUST100264,SC
OC000402,CUST100265,PR
OC000403,CUST100266,GO
OC000404,CUST100266,GO
OC000405,CUST100267,PR
OC000406,CUST100267,PR
OC000407,CUST100267,PR
OC000408,CUST100267,PR
OC000409,CUST100267,PR
OC000410,CUST100267,PR
OC000411,CUST100267,PR
OC000412,CUST100268,SC
OC000413,CUST100269,PE
OC000414,CUST100270,GO
OC000415,CUST100271,MG
OC000416,CUST100272,RS
OC000417,CUST100273,PR
OC000418,CUST100274,RS
OC000419,CUST100275,SP
OC000420,CUST100276,CE
OC000421,CUST100277,PE
OC000422,CUST100278,SP
OC000423,CUST100278,SP
OC000424,CUST100279,BA
OC000425,CUST100280,SP
OC000426,CUST100281,SP
OC000427,CUST100282,CE
OC000428,CUST100283,GO
OC000429,CUST100283,GO
OC000430,CUST100284,PE
OC000431,CUST100285,PE
OC000432,CUST100286,MG
OC000433,CUST100287,SP
OC000434,CUST100288,PE
OC000435,CUST100288,PE
OC000436,CUST100289,RJ
OC000437,CUST100290,MG
OC000438,CUST100290,MG
OC000439,CUST100291,RJ
OC000440,CUST100292,CE
OC000441,CUST100293,RJ
OC000442,CUST100294,RS
OC000443,CUST100295,SC
OC000444,CUST100295,SC
OC000445,CUST100295,SC
OC000446,CUST100296,RJ
OC000447,CUST100297,CE
OC000448,CUST100298,RS
OC000449,CUST100299,CE
OC000450,CUST100300,CE
OC000451,CUST100301,SP
OC000452,CUST100302,CE
OC000453,CUST100303,RJ
OC000454,CUST100303,RJ
OC000455,CUST100304,SC
OC000456,CUST100305,CE
OC000457,CUST100306,CE
OC000458,CUST100307,PE
OC000459,CUST100308,BA
OC000460,CUST100309,PR
OC000461,CUST100309,PR
OC000462,CUST100310,RS
OC000463,CUST100311,BA
OC000464,CUST100312,RS
OC000465,CUST100313,PR
OC000466,CUST100314,SC
OC000467,CUST100315,MG
OC000468,CUST100316,PR
OC000469,CUST100316,PR
OC000470,CUST100317,GO
OC000471,CUST100318,BA
OC000472,CUST100319,RJ
OC000473,CUST100320,SP
OC000474,CUST100321,GO
OC000475,CUST100322,CE
OC000476,CUST100322,CE
OC000477,CUST100322,CE
OC000478,CUST100322,CE
OC000479,CUST100323,CE
OC000480,CUST100324,RJ
OC000481,CUST100325,RJ
OC000482,CUST100326,PE
OC000483,CUST100327,RS
OC000484,CUST100328,PE
OC000485,CUST100329,PR
OC000486,CUST100330,MG
OC000487,CUST100330,MG
OC000488,CUST100331,BA
OC000489,CUST100332,RJ
OC000490,CUST100332,RJ
OC000491,CUST100332,RJ
OC000492,CUST100332,RJ
OC000493,CUST100333,RS
OC000494,CUST100334,BA
OC000495,CUST100335,PR
OC000496,CUST100335,PR
OC000497,CUST100336,MG
OC000498,CUST100337,GO
OC000499,CUST100338,PE
OC000500,CUST100339,PR
OC000501,CUST100340,CE
OC000502,CUST100341,PE
OC000503,CUST100342,SP
OC000504,CUST100343,PE
OC000505,CUST100344,PR
OC000506,CUST100345,RJ
OC000507,CUST100345,RJ
OC000508,CUST100346,MG
OC000509,CUST100347,PR
OC000510,CUST100348,RJ
OC000511,CUST100348,RJ
OC000512,CUST100349,RJ
OC000513,CUST100350,PE
OC000514,CUST100351,MG
OC000515,CUST100352,PR
OC000516,CUST100353,PR
OC000517,CUST100353,PR
OC000518,CUST100354,CE
OC000519,CUST100355,RS
OC000520,CUST100356,BA
OC000521,CUST100356,BA
OC000522,CUST100357,RS
OC000523,CUST100358,PR
OC000524,CUST100359,PE
OC000525,CUST100360,GO
OC000526,CUST100361,PR
OC000527,CUST100362,SP
OC000528,CUST100362,SP
OC000529,CUST100363,RJ
OC000530,CUST100363,RJ
OC000531,CUST100363,RJ
OC000532,CUST100364,SC
OC000533,CUST100365,PR
OC000534,CUST100366,SP
OC000535,CUST100367,SP
OC000536,CUST100368,BA
OC000537,CUST100369,MG
OC000538,CUST100369,MG
OC000539,CUST100370,PR
OC000540,CUST100370,PR
OC000541,CUST100371,MG
OC000542,CUST100371,MG
OC000543,CUST100372,GO
OC000544,CUST100373,PE
OC000545,CUST100374,SC
OC000546,CUST100375,PE
OC000547,CUST100376,SP
OC000548,CUST100377,RJ
OC000549,CUST100378,RJ
OC000550,CUST100379,MG
OC000551,CUST100380,PE
OC000552,CUST100381,SP
OC000553,CUST100382,BA
OC000554,CUST100383,CE
OC000555,CUST100384,PE
OC000556,CUST100385,MG
OC000557,CUST100385,MG
OC000558,CUST100386,SC
OC000559,CUST100387,MG
OC000560,CUST100388,SP
OC000561,CUST100389,PR
OC000562,CUST100390,BA
OC000563,CUST100391,SP
OC000564,CUST100392,BA
OC000565,CUST100393,RS
OC000566,CUST100394,RS
OC000567,CUST100394,RS
OC000568,CUST100394,RS
OC000569,CUST100394,RS
OC000570,CUST100395,RJ
OC000571,CUST100396,BA
OC000572,CUST100397,PE
OC000573,CUST100398,SC
OC000574,CUST100399,CE
OC000575,CUST100400,MG
OC000576,CUST100401,RS
OC000577,CUST100402,MG
OC000578,CUST100402,MG
OC000579,CUST100402,MG
OC000580,CUST100402,MG
OC000581,CUST100402,MG
OC000582,CUST100402,MG
OC000583,CUST100402,MG
OC000584,CUST100402,MG
OC000585,CUST100402,MG
OC000586,CUST100402,MG
OC000587,CUST100403,MG
OC000588,CUST100403,MG
OC000589,CUST100404,SC
OC000590,CUST100405,SP
OC000591,CUST100406,MG
OC000592,CUST100407,BA
OC000593,CUST100407,BA
OC000594,CUST100408,SC
OC000595,CUST100409,RS
OC000596,CUST100409,RS
OC000597,CUST100410,PR
OC000598,CUST100411,MG
OC000599,CUST100412,RJ
OC000600,CUST100413,SC
OC000601,CUST100414,SP
OC000602,CUST100415,GO
OC000603,CUST100416,RS
OC000604,CUST100417,RS
OC000605,CUST100418,GO
OC000606,CUST100419,BA
OC000607,CUST100420,PR
OC000608,CUST100421,RS
OC000609,CUST100422,RS
OC000610,CUST100423,SP
OC000611,CUST100424,RS
OC000612,CUST100425,SC
OC000613,CUST100425,SC
OC000614,CUST100425,SC
OC000615,CUST100426,BA
OC000616,CUST100427,PR
OC000617,CUST100428,RJ
OC000618,CUST100429,PR
OC000619,CUST100430,BA
OC000620,CUST100430,BA
OC000621,CUST100430,BA
OC000622,CUST100430,BA
OC000623,CUST100430,BA
OC000624,CUST100430,BA
OC000625,CUST100430,BA
OC000626,CUST100430,BA
OC000627,CUST100430,BA
OC000628,CUST100431,PE
OC000629,CUST100432,SC
OC000630,CUST100433,PE
OC000631,CUST100433,PE
OC000632,CUST100434,BA
OC000633,CUST100435,SP
OC000634,CUST100435,SP
OC000635,CUST100436,RJ
OC000636,CUST100437,PR
OC000637,CUST100437,PR
OC000638,CUST100438,MG
OC000639,CUST100439,CE
OC000640,CUST100440,PR
OC000641,CUST100441,SP
OC000642,CUST100441,SP
OC000643,CUST100441,SP
OC000644,CUST100441,SP
OC000645,CUST100441,SP
OC000646,CUST100441,SP
OC000647,CUST100441,SP
OC000648,CUST100442,RJ
OC000649,CUST100443,CE
OC000650,CUST100444,SC
OC000651,CUST100445,BA
OC000652,CUST100446,BA
OC000653,CUST100447,SC
OC000654,CUST100447,SC
OC000655,CUST100447,SC
OC000656,CUST100447,SC
OC000657,CUST100447,SC
OC000658,CUST100447,SC
OC000659,CUST100447,SC
OC000660,CUST100448,CE
OC000661,CUST100449,PE
OC000662,CUST100450,RJ
OC000663,CUST100451,SC
OC000664,CUST100452,CE
OC000665,CUST100453,RS
OC000666,CUST100454,PR
OC000667,CUST100455,SP
OC000668,CUST100456,SC
OC000669,CUST100457,SP
OC000670,CUST100457,SP
OC000671,CUST100458,PE
OC000672,CUST100459,PE
OC000673,CUST100460,RS
OC000674,CUST100461,BA
OC000675,CUST100462,SC
OC000676,CUST100463,RJ
OC000677,CUST100463,RJ
OC000678,CUST100463,RJ
OC000679,CUST100464,BA
OC000680,CUST100465,CE
OC000681,CUST100466,BA
OC000682,CUST100467,RJ
OC000683,CUST100468,PR
OC000684,CUST100469,PE
OC000685,CUST100469,PE
OC000686,CUST100469,PE
OC000687,CUST100469,PE
OC000688,CUST100469,PE
OC000689,CUST100469,PE
OC000690,CUST100470,PR
OC000691,CUST100471,SC
OC000692,CUST100472,BA
OC000693,CUST100472,BA
OC000694,CUST100473,SC
OC000695,CUST100474,PR
OC000696,CUST100475,PE
OC000697,CUST100476,MG
OC000698,CUST100477,RS
OC000699,CUST100478,SC
OC000700,CUST100479,SC
OC000701,CUST100480,MG
OC000702,CUST100481,CE
OC000703,CUST100482,CE
OC000704,CUST100483,PR
OC000705,CUST100484,SC
OC000706,CUST100485,PE
OC000707,CUST100486,SP
OC000708,CUST100487,PR
OC000709,CUST100487,PR
OC000710,CUST100488,PR
OC000711,CUST100489,RS
OC000712,CUST100490,SC
OC000713,CUST100490,SC
OC000714,CUST100491,CE
OC000715,CUST100492,CE
OC000716,CUST100492,CE
OC000717,CUST100493,BA
OC000718,CUST100494,GO
OC000719,CUST100495,GO
OC000720,CUST100496,GO
OC000721,CUST100497,RS
OC000722,CUST100497,RS
OC000723,CUST100498,PE
OC000724,CUST100499,GO
OC000725,CUST100500,MG
OC000726,CUST100501,RJ
OC000727,CUST100502,PR
OC000728,CUST100502,PR
OC000729,CUST100502,PR
OC000730,CUST100502,PR
OC000731,CUST100503,PE
OC000732,CUST100504,CE
OC000733,CUST100505,BA
OC000734,CUST100506,RJ
OC000735,CUST100507,RS
OC000736,CUST100508,PR
OC000737,CUST100509,RS
OC000738,CUST100510,RS
OC000739,CUST100511,MG
OC000740,CUST100512,SP
OC000741,CUST100513,SP
OC000742,CUST100514,RS
OC000743,CUST100515,GO
OC000744,CUST100516,CE
OC000745,CUST100517,RJ
OC000746,CUST100517,RJ
OC000747,CUST100517,RJ
OC000748,CUST100518,GO
OC000749,CUST100519,SC
OC000750,CUST100520,CE
OC000751,CUST100521,RS
OC000752,CUST100522,SC
OC000753,CUST100523,GO
OC000754,CUST100524,SC
OC000755,CUST100525,RS
OC000756,CUST100526,MG
OC000757,CUST100527,SP
OC000758,CUST100528,RJ
OC000759,CUST100529,SC
OC000760,CUST100530,RS
OC000761,CUST100531,MG
OC000762,CUST100531,MG
OC000763,CUST100531,MG
OC000764,CUST100532,PE
OC000765,CUST100533,GO
OC000766,CUST100533,GO
OC000767,CUST100534,SP
OC000768,CUST100534,SP
OC000769,CUST100534,SP
OC000770,CUST100534,SP
OC000771,CUST100534,SP
OC000772,CUST100534,SP
OC000773,CUST100534,SP
OC000774,CUST100535,PE
OC000775,CUST100536,RS
OC000776,CUST100537,RJ
OC000777,CUST100538,GO
OC000778,CUST100539,MG
OC000779,CUST100540,GO
OC000780,CUST100541,PE
OC000781,CUST100542,PE
OC000782,CUST100542,PE
OC000783,CUST100543,CE
OC000784,CUST100544,BA
OC000785,CUST100545,GO
OC000786,CUST100545,GO
OC000787,CUST100546,CE
OC000788,CUST100547,PE
OC000789,CUST100548,SC
OC000790,CUST100549,PE
OC000791,CUST100550,GO
OC000792,CUST100551,MG
OC000793,CUST100552,GO
OC000794,CUST100552,GO
OC000795,CUST100552,GO
OC000796,CUST100553,GO
OC000797,CUST100553,GO
OC000798,CUST100553,GO
OC000799,CUST100554,PR
OC000800,CUST100555,RS
OC000801,CUST100555,RS
OC000802,CUST100555,RS
OC000803,CUST100555,RS
OC000804,CUST100556,PR
OC000805,CUST100557,PE
OC000806,CUST100557,PE
OC000807,CUST100557,PE
OC000808,CUST100557,PE
OC000809,CUST100557,PE
OC000810,CUST100557,PE
OC000811,CUST100558,GO
OC000812,CUST100559,RS
OC000813,CUST100560,PR
OC000814,CUST100561,GO
OC000815,CUST100562,RJ
OC000816,CUST100563,PR
OC000817,CUST100564,RS
OC000818,CUST100565,PR
OC000819,CUST100566,BA
OC000820,CUST100567,BA
OC000821,CUST100567,BA
OC000822,CUST100568,PE
OC000823,CUST100568,PE
OC000824,CUST100568,PE
OC000825,CUST100568,PE
OC000826,CUST100568,PE
OC000827,CUST100569,RJ
OC000828,CUST100570,MG
OC000829,CUST100571,MG
OC000830,CUST100572,RS
OC000831,CUST100573,SC
OC000832,CUST100574,MG
OC000833,CUST100575,RS
OC000834,CUST100575,RS
OC000835,CUST100576,RJ
OC000836,CUST100576,RJ
OC000837,CUST100576,RJ
OC000838,CUST100576,RJ
OC000839,CUST100577,SC
OC000840,CUST100578,SC
OC000841,CUST100579,BA
OC000842,CUST100580,PE
OC000843,CUST100581,GO
OC000844,CUST100582,SC
OC000845,CUST100583,SP
OC000846,CUST100584,RS
OC000847,CUST100584,RS
OC000848,CUST100584,RS
OC000849,CUST100584,RS
OC000850,CUST100584,RS
OC000851,CUST100585,SC
OC000852,CUST100585,SC
OC000853,CUST100586,SC
OC000854,CUST100586,SC
OC000855,CUST100586,SC
OC000856,CUST100586,SC
OC000857,CUST100586,SC
OC000858,CUST100586,SC
OC000859,CUST100587,CE
OC000860,CUST100588,SP
OC000861,CUST100589,CE
OC000862,CUST100589,CE
OC000863,CUST100589,CE
OC000864,CUST100590,SC
OC000865,CUST100591,GO
OC000866,CUST100592,SP
OC000867,CUST100592,SP
OC000868,CUST100592,SP
OC000869,CUST100593,BA
OC000870,CUST100594,PR
OC000871,CUST100595,SC
OC000872,CUST100595,SC
OC000873,CUST100596,SC
OC000874,CUST100597,PE
OC000875,CUST100598,PE
OC000876,CUST100599,CE
OC000877,CUST100600,RS
OC000878,CUST100601,GO
OC000879,CUST100602,RS
OC000880,CUST100603,PR
OC000881,CUST100604,SC
OC000882,CUST100605,GO
OC000883,CUST100606,SP
OC000884,CUST100607,SC
OC000885,CUST100608,BA
OC000886,CUST100609,SC
OC000887,CUST100610,MG
OC000888,CUST100611,GO
OC000889,CUST100612,MG
OC000890,CUST100613,CE
OC000891,CUST100614,PE
OC000892,CUST100615,SP
OC000893,CUST100616,SC
OC000894,CUST100617,CE
OC000895,CUST100617,CE
OC000896,CUST100618,CE
OC000897,CUST100619,SP
OC000898,CUST100620,RJ
OC000899,CUST100621,SC
OC000900,CUST100622,MG
OC000901,CUST100622,MG
OC000902,CUST100623,GO
OC000903,CUST100623,GO
OC000904,CUST100623,GO
OC000905,CUST100623,GO
OC000906,CUST100623,GO
OC000907,CUST100623,GO
OC000908,CUST100623,GO
OC000909,CUST100623,GO
OC000910,CUST100623,GO
OC000911,CUST100623,GO
OC000912,CUST100623,GO
OC000913,CUST100624,MG
OC000914,CUST100625,SP
OC000915,CUST100625,SP
OC000916,CUST100625,SP
OC000917,CUST100625,SP
OC000918,CUST100626,PR
OC000919,CUST100627,SC
OC000920,CUST100628,BA
OC000921,CUST100629,RS
OC000922,CUST100630,GO
OC000923,CUST100631,BA
OC000924,CUST100631,BA
OC000925,CUST100632,BA
OC000926,CUST100633,SC
OC000927,CUST100634,PR
OC000928,CUST100635,SC
OC000929,CUST100636,PR
OC000930,CUST100637,RJ
OC000931,CUST100638,GO
OC000932,CUST100639,SP
OC000933,CUST100640,PE
OC000934,CUST100640,PE
OC000935,CUST100641,SP
OC000936,CUST100642,BA
OC000937,CUST100642,BA
OC000938,CUST100643,RS
OC000939,CUST100644,RJ
OC000940,CUST100645,SP
OC000941,CUST100646,SP
OC000942,CUST100647,RS
OC000943,CUST100648,RS
OC000944,CUST100649,SP
OC000945,CUST100649,SP
OC000946,CUST100649,SP
OC000947,CUST100649,SP
OC000948,CUST100650,CE
OC000949,CUST100651,MG
OC000950,CUST100652,RS
OC000951,CUST100653,MG
OC000952,CUST100654,GO
OC000953,CUST100655,RJ
OC000954,CUST100655,RJ
OC000955,CUST100656,CE
OC000956,CUST100656,CE
OC000957,CUST100656,CE
OC000958,CUST100657,RS
OC000959,CUST100658,GO
OC000960,CUST100659,PR
OC000961,CUST100660,BA
OC000962,CUST100661,MG
OC000963,CUST100661,MG
OC000964,CUST100661,MG
OC000965,CUST100661,MG
OC000966,CUST100662,CE
OC000967,CUST100663,CE
OC000968,CUST100664,RJ
OC000969,CUST100665,MG
OC000970,CUST100665,MG
OC000971,CUST100666,PR
OC000972,CUST100667,RJ
OC000973,CUST100668,CE
OC000974,CUST100669,SP
OC000975,CUST100669,SP
OC000976,CUST100670,PR
OC000977,CUST100671,CE
OC000978,CUST100672,SC
OC000979,CUST100673,SC
OC000980,CUST100674,RS
OC000981,CUST100675,RJ
OC000982,CUST100676,CE
OC000983,CUST100676,CE
OC000984,CUST100676,CE
OC000985,CUST100676,CE
OC000986,CUST100677,RS
OC000987,CUST100678,RJ
OC000988,CUST100679,PR
OC000989,CUST100680,CE
